name;ul_x;ul_y;ll_x;ll_y;lr_x;lr_y;ur_x;ur_y
columnsep;600;0;784;3055;1074;3055;1097;0
header;258;154;258;187;1884;187;1884;154
A;1056;217;1056;246;1079;246;1079;217
A;687;464;687;476;694;476;694;464
B;1056;899;1056;927;1077;927;1077;899
A;824;1383;824;1395;831;1395;831;1383
B;818;1567;818;1578;827;1578;827;1567
C;1048;1576;1048;1606;1070;1606;1070;1576
A;801;1887;801;1900;809;1900;809;1887
D;1048;2251;1048;2279;1069;2279;1069;2251
B;749;2343;749;2355;757;2355;757;2343
A;1058;2913;1058;2915;1062;2915;1062;2913
A;808;2943;808;2947;812;2947;812;2943
